Hari,Jam Ke,Waktu,Kelas,Mapel,Kode Guru
Jumat,7,11:50-12:30,VIII-B,Kokurikuler,
Jumat,7,11:50-12:30,VIII-C,Kokurikuler,
Jumat,7,11:50-12:30,VIII-D,Kokurikuler,
Jumat,7,11:50-12:30,VIII-E,Kokurikuler,
Jumat,7,11:50-12:30,VIII-F,Kokurikuler,
Jumat,7,11:50-12:30,VIII-G,Kokurikuler,
Jumat,7,11:50-12:30,VIII-H,Kokurikuler,
Jumat,7,11:50-12:30,IX-A,Kokurikuler,
Jumat,7,11:50-12:30,IX-B,Kokurikuler,
Jumat,7,11:50-12:30,IX-C,Kokurikuler,
Jumat,7,11:50-12:30,IX-D,Kokurikuler,
Jumat,7,11:50-12:30,IX-E,Kokurikuler,
Jumat,7,11:50-12:30,IX-F,Kokurikuler,
Jumat,8,12:30-13:10,VIII-A,Kokurikuler,
Jumat,8,12:30-13:10,VIII-B,Kokurikuler,
Jumat,8,12:30-13:10,VIII-C,Kokurikuler,
Jumat,8,12:30-13:10,VIII-D,Kokurikuler,
Jumat,8,12:30-13:10,VIII-E,Kokurikuler,
Jumat,8,12:30-13:10,VIII-F,Kokurikuler,
Jumat,8,12:30-13:10,VIII-G,Kokurikuler,
Jumat,8,12:30-13:10,VIII-H,Kokurikuler,
Jumat,8,12:30-13:10,IX-A,Kokurikuler,
Jumat,8,12:30-13:10,IX-B,Kokurikuler,
Jumat,8,12:30-13:10,IX-C,Kokurikuler,
Jumat,8,12:30-13:10,IX-D,Kokurikuler,
Jumat,8,12:30-13:10,IX-E,Kokurikuler,
Jumat,8,12:30-13:10,IX-F,Kokurikuler,
Sabtu,1,07:30-08:10,VIII-A,KERJA,BAKTI
Sabtu,2,08:10-08:50,VIII-A,PENGEMBANGAN,DIRI
Sabtu,2,08:10-08:50,VIII-B,PENGEMBANGAN,DIRI
Sabtu,2,08:10-08:50,VIII-C,PENGEMBANGAN,DIRI
Sabtu,2,08:10-08:50,VIII-D,PENGEMBANGAN,DIRI
Sabtu,2,08:10-08:50,VIII-E,PENGEMBANGAN,DIRI
Sabtu,2,08:10-08:50,VIII-F,PENGEMBANGAN,DIRI
Sabtu,2,08:10-08:50,VIII-G,PENGEMBANGAN,DIRI
Sabtu,2,08:10-08:50,VIII-H,PENGEMBANGAN,DIRI
Sabtu,3,08:50-09:30,VIII-A,PENGEMBANGAN,DIRI
Sabtu,3,08:50-09:30,VIII-B,PENGEMBANGAN,DIRI
Sabtu,3,08:50-09:30,VIII-C,PENGEMBANGAN,DIRI
Sabtu,3,08:50-09:30,VIII-D,PENGEMBANGAN,DIRI
Sabtu,3,08:50-09:30,VIII-E,PENGEMBANGAN,DIRI
Sabtu,3,08:50-09:30,VIII-F,PENGEMBANGAN,DIRI
Sabtu,3,08:50-09:30,VIII-G,PENGEMBANGAN,DIRI
Sabtu,3,08:50-09:30,VIII-H,PENGEMBANGAN,DIRI
Sabtu,4,09:45-10:25,VIII-A,PENGEMBANGAN,DIRI
Sabtu,4,09:45-10:25,VIII-B,PENGEMBANGAN,DIRI
Sabtu,4,09:45-10:25,VIII-C,PENGEMBANGAN,DIRI
Sabtu,4,09:45-10:25,VIII-D,PENGEMBANGAN,DIRI
Sabtu,4,09:45-10:25,VIII-E,PENGEMBANGAN,DIRI
Sabtu,4,09:45-10:25,VIII-F,PENGEMBANGAN,DIRI
Sabtu,4,09:45-10:25,VIII-G,PENGEMBANGAN,DIRI
Sabtu,4,09:45-10:25,VIII-H,PENGEMBANGAN,DIRI
Sabtu,5,10:25-11:05,VIII-A,PENGEMBANGAN,DIRI
Sabtu,5,10:25-11:05,VIII-B,PENGEMBANGAN,DIRI
Sabtu,5,10:25-11:05,VIII-C,PENGEMBANGAN,DIRI
Sabtu,5,10:25-11:05,VIII-D,PENGEMBANGAN,DIRI
Sabtu,5,10:25-11:05,VIII-E,PENGEMBANGAN,DIRI
Sabtu,5,10:25-11:05,VIII-F,PENGEMBANGAN,DIRI
Sabtu,5,10:25-11:05,VIII-G,PENGEMBANGAN,DIRI
Sabtu,5,10:25-11:05,VIII-H,PENGEMBANGAN,DIRI
Sabtu,6,11:05-11:45,VIII-A,Siswa,Dipulangkan
Sabtu,6,11:05-11:45,VIII-B,Siswa,Dipulangkan
Sabtu,6,11:05-11:45,VIII-C,Siswa,Dipulangkan
Sabtu,6,11:05-11:45,VIII-D,Siswa,Dipulangkan
Sabtu,6,11:05-11:45,VIII-E,Siswa,Dipulangkan
Sabtu,6,11:05-11:45,VIII-F,Siswa,Dipulangkan
Sabtu,6,11:05-11:45,VIII-G,Siswa,Dipulangkan
Sabtu,6,11:05-11:45,VIII-H,Siswa,Dipulangkan
